"
Date","American Express (AXP)
","Amgen Inc (AMGN)
","Apple Inc (AAPL)
","Boeing Co (BA)
","Caterpillar Inc (CAT)
","Cisco Systems Inc (CSCO)
","(CVX)
","(GS)
","Home Depot Inc (HD)
","Honeywell International Inc (HON)
","IBM Corp  (IBM)
","Intel Corp (INTC)
","Johnson & Johnson (JNJ)
","Coca-Cola Co (KO)
","JPMorgan Chase & Co (JPM)
","McDonald\'s Corp (MCD)
","3M Co (MMM)
","Merck & Co inc (MRK)
","Microsoft (MSFT)
","Nike Inc (NKE)
","Procter & Gamble Co (PG)
","TRV
","UnitedHealth Group (UNH)
","Salesforce Inc (CRM)
","Verizon Communications Inc (VZ)
","Visa Inc (V)
","Walgreens Boots Alliance Inc (WBA)
","Walmart Inc (WMT)
","Walt Disney Co (DIS)
"
2019-06-10,115.079521,153.164062,46.587002,347.498444,112.715546,49.165791,100.106453,173.843079,177.641510,156.180405,103.320854,41.326767,123.064339,44.337936,96.313828,181.511185,139.760162,67.992256,126.922424,78.891685,97.234161,134.473343,231.152664,152.789993,44.518196,165.635391,42.303776,100.005333,134.975189
2019-06-11,115.614304,152.326614,47.126453,343.108063,114.096039,49.767086,99.189629,174.389343,177.605591,156.517761,104.248711,41.370930,123.737137,44.294792,96.610596,183.278458,140.275085,68.404434,126.443848,79.541298,97.824440,134.356247,229.038055,150.149994,45.057327,165.140869,42.781101,100.395973,133.015579
2019-06-12,114.488457,153.181503,46.976475,340.849060,113.934669,48.677799,98.387398,170.350449,178.439758,157.657593,103.420547,40.902908,125.419052,44.562305,95.379845,184.784286,140.358093,69.006203,125.859955,78.939423,98.092743,134.842560,227.761841,151.279999,45.477535,166.382034,42.166245,101.214478,133.645798
2019-06-13,114.328972,154.149780,46.966793,342.646423,113.997437,48.947937,98.976799,171.451950,181.498383,157.922012,104.103012,41.238468,124.560387,44.466637,95.615517,184.387558,140.225235,68.338486,126.654419,79.875671,99.192810,134.554367,228.190369,151.339996,45.683678,164.209991,42.789196,101.056335,139.573792
2019-06-14,114.460312,153.600250,46.625706,340.976685,114.051208,47.710518,98.894928,171.640045,184.565948,157.575485,103.635254,40.788105,124.011559,44.623188,95.859909,185.108917,138.431396,68.695312,126.778854,79.713264,99.452187,135.184799,229.584534,150.009995,46.206947,164.510590,42.530300,101.446999,139.485153
2019-06-17,113.944290,155.615311,46.903900,348.578857,114.131874,48.276947,99.369720,170.896744,185.651276,157.165192,103.481895,40.735119,123.436165,44.240520,95.336197,183.774399,138.506180,69.126839,127.161751,78.442665,99.264359,135.013657,230.145920,150.289993,45.691601,164.413605,42.724472,101.530708,138.815567
2019-06-18,115.801941,158.424240,48.007008,367.299377,116.830093,48.843369,100.630363,174.613235,186.099777,160.256348,104.578430,41.830112,124.135498,44.040501,96.636795,184.405594,142.724960,70.114388,129.372818,80.534859,98.021187,135.382889,229.893280,150.589996,45.453754,164.142120,42.716377,101.986465,137.112015
2019-06-19,116.974686,159.436127,47.866699,361.995575,117.081100,48.913094,100.597610,175.204330,186.512360,159.946304,105.115227,41.565193,124.330238,44.457939,95.938477,184.441650,141.803131,70.836349,129.880112,79.818352,98.754562,136.526642,234.094452,154.139999,45.691601,165.509323,42.797283,101.958565,138.766327
2019-06-20,117.199867,160.578857,48.251339,368.202972,119.788277,50.028511,101.735458,175.258041,189.481247,160.748718,106.472473,41.671162,125.888229,44.927567,96.182907,184.955658,144.452316,70.205650,131.086136,81.432854,99.935104,137.057953,231.820755,157.199997,45.461678,168.466736,42.781101,102.609642,139.849533
2019-06-21,117.021614,163.222046,48.086845,365.217133,120.021347,49.697365,102.267555,175.472977,187.812943,158.943314,106.740860,41.909588,125.782021,44.831902,95.528267,184.180161,143.962326,70.180763,131.105316,81.920097,99.452187,136.418518,236.049942,156.839996,45.802597,168.175812,42.433220,103.363029,138.086868
2019-06-24,116.468063,161.233093,48.038456,367.328827,120.451599,49.828079,102.251167,176.861069,184.323807,159.216858,106.855904,42.059692,126.640686,45.153683,94.847389,183.873627,143.987244,70.960815,131.880615,80.725922,100.462776,136.904846,233.579773,152.559998,46.199020,168.573425,42.028706,103.465332,137.092316
2019-06-25,115.548630,160.892914,47.310310,362.742035,119.860001,48.869511,101.211578,175.580460,183.642120,158.605911,106.096718,41.370930,127.685257,45.014534,94.061798,185.487656,142.866104,70.736755,127.716888,78.929886,99.917236,137.904510,231.727188,149.339996,45.984951,166.081421,42.837738,102.981682,137.801315
2019-06-26,115.952049,159.785080,48.333588,368.261932,121.150826,49.322659,101.448952,176.431213,185.149017,158.286743,106.219421,42.554211,125.569588,44.457939,94.690269,184.441650,142.741547,69.326019,128.195496,78.863029,98.137474,133.914963,227.806732,149.039993,45.184189,165.868103,42.376598,102.460815,138.254272
2019-06-27,116.280411,160.526550,48.319065,357.536407,121.464577,48.564510,100.777710,178.499969,185.687180,158.514709,106.219421,41.909588,124.542732,44.423157,95.004501,185.992569,142.425949,69.566666,128.406052,79.923439,98.182182,134.365234,230.492126,150.690002,45.390316,166.032928,44.107891,102.405006,137.171097
2019-06-28,115.811317,160.753342,47.878799,357.526611,122.172729,47.693092,101.866463,183.228378,186.539307,159.198593,105.744019,42.271637,123.294525,44.283997,97.588242,187.245941,143.954056,69.583267,128.224228,80.200470,98.065903,134.653442,228.311996,151.729996,45.295185,168.282516,44.229248,102.767761,137.505875
2019-07-01,117.199867,162.559082,48.756927,350.111084,122.450653,47.701805,102.193878,185.252319,188.611206,161.222885,107.262268,42.430580,123.365364,44.875385,99.229271,186.019669,144.925690,70.330124,129.870560,81.595276,98.817169,136.364502,227.030121,154.059998,44.922543,168.660675,44.213074,102.888672,139.485153
2019-07-02,117.368744,162.812057,49.042381,347.852051,121.778320,48.634220,100.630363,184.464188,188.485687,161.049637,107.523026,42.492397,123.958427,45.205856,99.334015,188.977234,144.518768,70.960815,130.731995,81.165367,99.702591,137.634308,228.274582,154.119995,46.088028,169.959991,44.463867,103.800163,140.351730
2019-07-03,118.451050,164.504379,49.448788,348.156494,121.545250,49.528687,100.974182,184.518005,190.243652,162.672714,108.535217,42.845627,125.826294,45.310226,99.175774,191.889679,145.316010,72.114326,131.574326,82.349991,102.027916,138.958191,229.434814,155.589996,46.088028,171.501755,44.649940,104.469849,140.794846
2019-07-05,118.018112,162.201401,49.405243,349.521729,121.455589,49.633930,101.129707,186.183701,189.669647,161.022308,108.412521,42.457073,124.436470,45.318924,99.764732,190.473999,142.841217,71.035500,131.191452,82.942284,101.196152,138.769028,231.100311,154.580002,46.230732,171.298126,44.649940,104.153618,141.141632
2019-07-08,117.500488,158.973770,48.386806,344.866150,120.872963,49.274380,101.178802,184.258270,190.970230,160.183411,107.791405,42.227478,124.790558,45.223259,99.219727,191.303543,140.507599,69.740921,131.095764,84.528168,102.001076,138.507889,231.895599,152.809998,45.897739,170.842407,44.844109,104.841896,139.724777
2019-07-09,118.488686,158.406769,48.681946,346.801117,120.379898,49.405922,100.974182,186.067291,190.154007,160.046616,106.840553,42.165672,125.180077,44.866688,99.641678,191.240448,137.609222,70.421417,130.617111,84.107796,100.981514,138.192657,230.173996,153.949997,45.195099,172.335678,44.900742,104.990707,140.309357
2019-07-10,119.420395,158.999969,49.163330,346.025146,118.900818,50.098698,102.685043,184.455261,189.032761,159.080078,107.714722,42.571873,125.002998,45.066719,99.351593,192.061005,137.609222,70.388206,131.947601,83.534615,101.732780,138.084610,231.558746,156.270004,45.667793,173.867661,44.957371,105.083733,142.221619
2019-07-11,119.787453,155.275101,48.805305,352.605835,120.084122,50.247772,102.676857,189.273331,191.983749,159.153000,108.305161,42.916260,124.029266,45.258045,100.300964,191.781464,140.383057,67.218201,132.474060,84.346626,102.296211,137.274094,244.358658,158.899994,45.603703,175.254288,44.997822,105.958046,142.241440
2019-07-12,120.427414,152.597031,49.180275,358.823059,124.028351,50.817772,103.127083,191.592804,195.742004,161.523773,109.455399,44.081894,118.886093,45.327625,101.355850,192.051971,143.954056,66.164268,132.952667,85.139572,102.841766,138.138626,248.793793,158.080002,45.820023,174.856705,45.094894,106.590500,143.549316
2019-07-15,121.001518,153.635117,49.642315,355.169312,125.175735,50.905464,102.914253,189.479279,196.163574,159.581573,109.900139,44.258495,119.249054,45.336315,100.125153,193.152084,143.538803,67.184982,132.952667,85.483498,103.279999,139.435455,248.849930,159.649994,46.132492,175.089447,45.216255,106.943962,143.727661
2019-07-16,120.521530,154.812775,49.470566,356.289032,124.682716,50.528389,102.128395,193.007736,194.871948,159.371841,110.061172,43.419598,117.292679,45.345013,101.197624,192.710205,146.570068,67.707787,131.210602,84.642784,103.646690,139.219345,247.633560,157.130005,45.996292,173.867661,45.151539,106.739319,142.974640
2019-07-17,119.599236,154.455109,49.192371,362.938446,121.670753,50.168842,101.620857,191.019623,193.392014,153.754929,109.708435,43.613873,116.726135,45.379799,100.204277,192.701218,145.058548,67.981644,130.435257,83.591911,103.691406,137.229065,249.495438,158.240005,45.844067,173.712509,44.107891,106.590500,141.260544
2019-07-18,120.841515,156.618469,49.751179,354.678253,120.917732,50.633617,102.062897,192.112213,192.342560,158.551178,114.738754,44.099556,116.912056,45.249352,100.802048,194.684952,143.721497,68.620628,130.578842,83.534615,103.912834,137.526245,243.834686,157.979996,45.836044,175.050644,44.350609,106.702118,140.329178
2019-07-19,117.472267,155.615311,49.008511,370.638794,123.058617,50.300385,102.357605,191.216675,191.086807,157.739670,114.777084,44.390961,115.354027,44.692749,99.808708,192.845474,143.347809,67.541824,130.770294,82.684372,103.525772,135.292831,240.138840,156.750000,45.339317,173.799789,44.043175,105.939430,138.565521
2019-07-22,118.582771,153.434494,50.128555,366.769043,122.164360,50.624847,102.578629,191.646500,189.499207,158.277634,114.823135,45.344654,113.875679,44.544910,100.450424,193.864365,145.033646,67.392433,132.502838,82.130249,103.786812,134.824570,238.894394,157.699997,44.466007,175.089447,43.638664,104.934906,139.546417
2019-07-23,120.653290,153.539169,50.520454,366.425232,124.747826,50.607311,102.996124,196.509338,191.122681,159.444794,115.313881,45.697872,114.052734,47.249607,102.287643,193.242218,147.425415,68.072929,133.326019,82.827652,102.481606,132.834274,238.604355,156.250000,44.449986,175.409424,44.213074,104.255928,139.962570
2019-07-24,120.417992,153.329834,50.479328,354.992554,119.156296,50.186375,103.585510,198.837738,192.584763,158.624115,115.045471,46.731045,114.884850,46.771282,102.700806,191.862625,149.003311,67.840584,134.694763,82.827652,101.356438,134.050095,234.973953,159.750000,44.842567,177.765717,44.658031,104.172218,139.992279
2019-07-25,119.665085,151.881729,50.080177,341.890137,121.685585,49.651459,102.840576,197.001877,193.338196,158.450882,115.321541,46.059925,116.071068,46.153820,101.716255,193.359421,147.931992,67.840584,134.187439,83.381752,101.509438,133.725845,232.700317,159.350006,45.155045,176.078476,44.302071,104.376839,141.894653
2019-07-26,119.316879,152.954681,50.254353,338.855194,120.068657,49.572540,101.277061,198.936249,194.558014,158.305008,116.065369,45.556595,115.725822,47.110458,102.164581,194.387375,144.485519,67.575012,135.288193,83.630157,103.273727,135.022659,236.667511,159.970001,45.731899,178.114746,44.536678,105.120934,143.321426
2019-07-29,119.702751,153.600250,50.723652,334.150513,121.459763,49.923309,101.694534,197.306366,195.571594,159.143906,115.697289,46.368988,117.753014,46.953918,101.839317,193.846344,146.794281,68.454674,134.991440,83.706566,104.416916,133.951019,237.490921,156.210007,45.964237,177.649307,44.593304,104.423340,145.045441
2019-07-30,119.025131,153.922989,50.505939,341.271362,120.095734,49.519928,101.784584,198.273529,194.961609,158.578568,114.846123,45.653713,116.920906,46.719105,101.610756,191.465851,147.516754,69.101952,134.340607,83.305313,108.386566,132.942337,238.529495,156.960007,45.371361,176.020340,44.819843,104.228035,143.598846
2019-07-31,117.048759,162.759689,51.536469,335.103210,118.939522,48.581612,100.777710,197.136215,191.669830,157.256378,113.672913,44.638210,115.274353,45.771164,101.971191,190.005112,145.100067,68.869591,130.435257,82.187584,106.253220,132.041763,232.990326,154.500000,44.281742,172.597443,44.083637,102.665443,141.696487
2019-08-01,116.785240,162.253723,50.421265,328.335938,114.531326,48.572853,98.837631,189.497223,190.898483,154.602905,115.267853,43.711010,115.336327,45.249352,99.281265,190.482986,143.970642,69.450493,132.148605,79.407532,105.074028,131.285294,233.214890,150.809998,44.273731,173.731949,43.743835,101.735321,140.547150
2019-08-02,116.992264,163.318024,49.354446,333.512085,112.498871,46.696220,98.829445,187.500137,190.288513,153.198669,112.913734,42.986912,116.026817,45.510250,99.272461,193.395508,141.637024,70.097755,131.038330,77.515976,104.812981,132.311951,233.963425,145.699997,44.538120,172.035080,43.428326,101.753944,140.408447
2019-08-05,113.613609,158.328247,46.770847,325.163483,109.888290,45.047611,97.200417,180.613419,183.821457,147.727600,107.937111,41.476894,115.221245,44.918877,96.318832,189.761673,136.787109,68.977463,126.549126,75.442917,101.788498,129.619217,229.294479,142.820007,44.241676,163.734863,41.963989,98.424141,137.029755
2019-08-06,115.335876,160.910385,47.656242,326.528748,110.276711,46.126228,97.724327,184.491119,187.283752,150.016342,107.914078,41.748039,115.761246,45.458073,97.074821,193.034836,135.956604,69.998192,128.922943,77.668846,102.868675,131.447388,232.307312,142.800003,44.105476,167.244980,41.624203,99.772797,140.566956
2019-08-07,116.267616,160.107803,48.149731,325.477783,109.102409,45.898232,97.495117,184.249329,186.485458,148.985947,106.671867,41.543571,115.265518,46.249477,94.965057,195.514481,135.898453,69.915215,129.487686,77.649727,103.984848,132.708221,230.594986,141.639999,44.137531,169.998779,42.457485,100.637802,133.621353
2019-08-08,117.914574,161.582062,49.211716,332.420685,110.222511,46.617313,100.875938,185.377686,189.768311,152.286835,108.696823,41.934731,116.566788,46.693016,96.573753,196.578491,136.380173,70.313538,132.943100,79.292915,105.713127,133.482697,231.689758,143.820007,44.722401,174.439789,42.894363,101.432281,136.623520
2019-08-09,118.742783,171.195175,48.806206,333.606659,107.837769,45.977150,100.212883,185.288162,188.378006,151.976791,105.616684,40.876808,116.885452,46.458191,96.468262,199.409805,135.757294,70.969116,131.813599,78.318474,105.119026,134.248199,232.634766,143.369995,44.690353,173.615570,42.708286,100.273285,137.247742
2019-08-12,116.653473,179.508484,48.682358,329.050537,105.434921,45.196690,99.500694,180.470139,185.678192,150.171387,103.708092,40.538975,116.788109,46.266872,94.657402,195.812012,134.619537,70.554184,129.975815,78.003204,104.443924,131.888672,227.554123,140.720001,44.618233,170.987808,42.069157,98.347809,134.503174
2019-08-13,118.883965,179.805084,50.743973,328.971466,107.503548,46.231461,100.188309,182.789581,186.862167,153.171326,105.352898,41.641361,118.107094,46.527779,96.116623,198.129364,136.928284,71.433838,132.665543,79.598625,105.542099,133.482697,233.186813,143.880005,45.163044,173.188950,42.934807,100.394791,135.751587
2019-08-14,115.430016,174.709686,49.233570,316.676819,104.070946,44.381142,96.381836,175.132660,180.816742,149.578644,101.830528,40.779007,115.309769,46.084248,92.125694,195.198883,131.887283,69.209816,128.670380,77.410896,104.227875,129.214005,227.554123,139.720001,44.642284,168.243729,40.782818,99.263802,131.629807
2019-08-15,115.175896,175.096222,48.988323,324.168243,104.107048,40.557758,95.735138,175.687866,180.996094,148.708069,102.350357,40.627876,115.557625,46.849556,92.477325,196.812912,131.443085,69.259621,128.382263,75.958801,105.668121,131.114182,228.536545,142.130005,45.106968,171.166595,39.876713,105.329933,132.184677
2019-08-16,117.293442,179.234055,50.144184,326.589630,105.172966,41.180367,95.776489,178.589462,182.664429,151.237381,103.777916,41.339088,116.283524,47.319180,94.692558,196.993271,135.348526,70.587387,130.735184,76.694389,107.279373,132.212906,229.883957,143.889999,45.387379,173.069809,40.839451,105.610336,133.958221
2019-08-19,117.076996,180.973450,51.079071,329.880737,106.013062,42.530838,97.016998,181.079117,186.521317,151.998032,104.771011,41.988071,117.071358,47.562687,95.545242,197.272781,136.563705,71.525116,132.924866,77.506439,108.233543,132.906326,228.966965,143.669998,45.667793,174.536148,41.768536,106.376793,134.047394
2019-08-20,114.272415,178.487289,51.081497,327.874451,105.389771,42.030991,96.041115,179.090958,194.719498,149.807755,103.188278,41.427998,115.610764,46.858261,94.332146,196.993271,134.937851,71.077003,131.820389,76.933220,107.027351,131.942703,224.709671,145.539993,45.082932,174.050568,41.368492,104.731735,133.888870
2019-08-21,115.288811,179.163773,51.635151,336.018158,106.302116,42.767612,97.488396,179.717865,197.688385,150.101028,104.158081,41.916954,116.434021,47.049580,94.595856,199.013046,135.055191,72.122604,133.289764,79.044518,107.297401,132.420013,224.887466,147.380005,45.339317,175.701370,41.556274,104.703690,134.513062
2019-08-22,115.072357,178.706970,51.591450,350.269745,106.491814,42.250225,97.364357,181.276093,198.244492,149.285385,104.212395,41.588020,116.203865,47.388763,95.571617,197.912979,134.828903,71.964951,132.319824,79.589058,107.495415,133.113464,217.954193,148.240005,45.491543,174.875977,41.597088,104.600883,134.830139
2019-08-23,110.827850,174.894180,49.206863,351.851044,103.032127,40.873447,95.255478,175.705811,195.060364,143.411118,100.527115,39.970013,113.070145,46.736496,93.198128,193.557785,130.613403,70.487793,128.103745,76.847252,105.605110,130.339676,215.820847,151.570007,44.802505,170.156677,40.266315,103.591423,130.460648
2019-08-26,111.552528,180.455185,50.141762,354.845642,103.357315,41.303146,95.718597,178.795456,196.118683,143.796036,100.852959,40.503422,113.979851,47.432240,93.945358,195.586609,130.839722,71.267860,130.082123,78.576408,107.405388,132.690155,216.213821,155.139999,45.435459,172.448380,40.854149,104.675636,133.373642
2019-08-27,110.818451,181.403976,49.575970,350.585999,102.417862,41.031296,95.793030,177.380493,195.724075,144.318359,101.768463,40.707890,115.620880,47.588783,92.952019,194.811142,130.529617,70.969116,130.360657,78.366241,108.512581,132.474060,208.588135,153.570007,45.812008,173.215530,40.372452,105.077568,133.254745
2019-08-28,112.079567,182.308853,49.908630,355.764771,103.754768,41.101452,96.620041,179.484985,199.078644,146.215393,103.002075,40.707890,114.764664,47.927952,93.883812,196.632584,132.038132,71.765785,130.187744,79.751495,109.277718,131.816620,212.723801,151.830002,46.428928,173.497101,40.780666,105.357986,135.295822
2019-08-29,113.632439,181.834457,50.753689,358.502380,106.383408,41.452221,97.190697,183.332977,203.895294,149.926895,104.646873,41.668030,114.372261,47.875774,96.011139,198.859772,134.393143,71.964951,132.646317,81.566605,109.079674,132.329971,215.783432,155.929993,46.420925,175.924698,41.148060,106.629158,136.573975
2019-08-30,113.284210,183.275208,50.688110,359.836639,107.494499,41.048840,97.356087,183.756561,204.424484,150.861633,105.151169,42.148090,114.479279,47.867081,96.573753,197.581650,135.532913,71.757469,132.396622,80.934471,108.224548,132.347992,218.945984,156.070007,46.597179,175.584839,41.793037,106.797394,135.999298
2019-09-03,110.677292,180.551819,49.949917,350.279633,105.714958,40.776985,96.156914,179.304794,200.980209,149.862747,104.041710,41.765816,114.818192,48.093201,95.430954,196.820221,132.951599,71.906876,130.648727,81.097290,109.241692,132.897324,215.783432,152.729996,46.501034,174.011734,41.172550,107.152580,135.058014
2019-09-04,111.430191,181.254623,50.797390,352.364960,107.584831,41.496063,96.967392,181.792007,202.279709,153.171036,105.764099,43.490501,114.925217,48.501938,96.582527,198.062103,134.150040,71.408936,132.175735,82.706390,110.906975,135.229828,212.143692,152.460007,46.613194,176.507355,41.988983,108.339630,136.623520
2019-09-05,113.566566,182.423035,51.790558,356.090912,111.098709,42.460686,97.289917,186.586197,205.889435,156.131073,109.371803,44.539543,114.675507,47.936653,98.780212,198.959473,137.636459,71.450424,134.499817,84.689064,110.501892,136.652725,214.819672,153.770004,46.941692,179.381653,42.723766,107.900322,137.564789
2019-09-06,113.114807,182.493332,51.785702,358.759369,110.836769,42.828991,97.802673,186.730392,208.578690,156.855087,109.061470,45.268536,114.345512,48.032318,98.991158,199.448959,137.393417,71.840454,133.587479,84.947655,110.600922,137.643341,214.267670,151.070007,47.318249,180.362427,42.911545,107.236702,138.268280
2019-09-09,112.860695,177.758102,52.006680,354.588654,114.946854,42.600998,98.737183,191.028946,210.148895,155.480423,110.636452,45.864174,113.221756,47.414845,101.443748,196.938049,139.069565,69.267914,132.070084,84.928497,109.970810,135.117172,215.839584,149.539993,46.997772,176.293716,45.385326,108.732201,137.554886
2019-09-10,110.404358,172.952667,52.621040,365.173553,117.692932,43.153450,100.771652,194.318207,210.266174,155.434616,112.537277,46.068642,115.540596,47.310490,102.735985,190.067078,141.516708,67.790779,130.687180,83.166153,107.909477,132.708710,217.505066,149.649994,47.839024,171.244247,46.438526,108.470490,134.542801
2019-09-11,111.053726,172.047791,54.294128,378.466431,120.222198,43.872524,100.300247,195.372559,209.959396,156.965057,111.412323,46.930981,116.985413,47.632271,103.017281,190.538437,140.863007,68.811493,130.725555,83.089531,109.160683,132.400879,219.142502,154.089996,48.175522,169.913925,47.401913,108.442451,134.939133
2019-09-12,112.013672,170.431335,54.172714,371.241852,119.011765,43.784840,100.416039,197.120819,210.988144,154.536514,111.427803,47.126568,116.325424,47.927952,103.650208,192.306061,142.958191,69.135162,132.070084,83.970703,110.510918,134.275116,215.296906,154.750000,48.415871,172.827087,45.360844,109.283653,136.237091
2019-09-13,112.183090,171.722748,53.118843,375.323578,120.845482,43.872524,100.482185,198.166122,211.150589,153.693390,111.466614,46.708729,116.637589,47.533737,105.689621,190.184921,143.678940,69.009834,131.878006,83.635475,109.925827,132.473328,219.611847,152.979996,48.039318,172.137604,45.711903,109.760368,136.752319
2019-09-16,110.714928,170.501648,53.398090,374.424194,120.276421,43.811146,102.648987,195.751022,208.452316,152.318787,110.543335,46.406467,115.531677,47.270927,104.749023,188.000351,142.195557,68.525330,130.927261,83.587585,107.792480,132.500473,220.382706,153.009995,47.670776,171.011215,45.181217,108.021851,134.552719
2019-09-17,112.041931,172.820908,53.592342,379.711731,119.391144,43.328835,102.458763,194.570511,207.748413,152.547897,110.326111,46.184219,115.647629,47.516228,104.230385,190.221191,140.854660,68.926308,131.945282,83.894073,109.061676,133.324417,218.587158,152.820007,47.967213,171.341385,44.773006,108.900436,135.058014
2019-09-18,111.750175,171.344986,54.095013,381.895905,118.397522,43.267448,102.698593,195.624908,208.307892,153.931656,110.341606,45.997528,116.307587,47.507458,105.276459,190.746918,140.326675,69.352348,133.030457,84.363419,109.286720,132.618195,216.791580,152.770004,48.015282,170.214935,44.421940,109.507988,135.543533
2019-09-19,110.856102,171.880920,53.655495,379.948914,117.539360,43.135914,102.268562,193.957703,205.862366,152.831940,110.923515,45.846378,116.040047,47.761509,104.942413,190.828491,140.016586,70.145927,135.479370,83.999420,109.727776,133.043762,218.897385,153.600006,48.055340,170.865570,44.552570,109.461258,132.075668
2019-09-20,109.924385,173.014191,52.871151,374.957916,115.768860,43.495457,102.814377,192.614990,202.748993,154.243256,110.077827,45.090733,117.413498,47.227127,104.520485,189.804199,139.756744,71.140022,133.914001,83.022491,110.033836,132.446182,218.934982,155.199997,48.303711,169.020599,44.903633,109.339745,131.055130
2019-09-23,111.279610,173.734543,53.111557,372.625458,116.003723,43.337601,103.294060,192.362671,204.174774,153.171036,110.225250,45.250751,117.493790,47.428612,104.502892,191.753082,139.756744,70.471733,133.625931,83.989868,110.915970,132.681564,215.061844,154.649994,48.239620,169.845963,44.348461,109.937943,131.243393
2019-09-24,111.213715,172.671585,52.859005,377.191498,113.808670,43.074520,102.334702,187.217010,203.416763,151.906342,109.922668,44.290623,117.324326,47.568790,103.140335,192.188187,138.063873,69.836845,131.935654,83.501381,111.267044,132.871719,211.517746,152.050003,48.479973,169.428406,43.785133,110.667015,130.757889
2019-09-25,112.107819,172.241104,53.672485,381.688354,114.368729,43.504223,102.144493,189.271683,205.844299,152.978592,111.070915,45.357426,116.824883,47.454899,103.729324,192.741119,137.443695,69.419159,133.837158,86.978203,110.735939,132.962265,208.857300,152.990005,48.287682,170.205231,44.381119,110.732437,131.867599
2019-09-26,111.910172,171.643707,53.395664,382.370300,114.169998,42.820221,99.374008,187.640564,207.369400,153.070206,111.373497,45.268536,114.916298,47.647629,102.876610,192.713974,137.301224,70.070755,134.010071,88.280830,111.897141,134.094070,202.568222,152.339996,48.423893,170.564529,44.152519,110.573547,130.064316
2019-09-27,111.608994,171.257187,53.135838,378.387360,114.350639,42.828991,98.083855,188.316437,207.432571,153.995819,111.132988,45.144062,114.693321,47.577541,103.483170,193.221558,137.887863,69.260429,132.271759,88.414894,112.131172,134.003540,202.361420,148.259995,48.311722,168.962296,44.421940,110.713753,128.766357
2019-09-30,111.317245,170.000885,54.386406,376.025269,114.097733,43.328835,98.083855,186.748383,209.381821,155.058868,112.824356,45.810825,115.388985,47.691433,103.456795,194.626587,137.778931,70.321365,133.520233,89.956970,111.960152,134.628250,204.297943,148.440002,48.359802,167.029892,45.156727,110.928711,129.123062
2019-10-01,109.830246,169.719742,54.536953,370.559906,110.538673,41.864372,95.941902,182.657135,208.533569,150.467621,111.458839,45.126286,115.933022,47.875397,101.575615,189.468826,132.733734,69.845215,131.637924,88.386185,111.483055,131.785217,204.194565,147.690002,47.951187,169.243851,44.658703,110.152916,128.360123
2019-10-02,106.216309,166.223282,53.169834,363.068420,108.361679,40.829605,92.865402,178.655945,203.543091,147.617523,109.930435,43.908340,117.725655,46.500019,99.553757,186.976044,130.445801,68.182823,129.313828,87.629501,108.989662,128.924026,203.762131,144.220001,47.198071,164.913040,43.131985,108.535912,127.953888
2019-10-03,106.329689,169.218994,53.621490,367.723419,108.433952,41.580635,93.576637,177.745758,204.680145,148.020737,110.186440,44.477306,117.003242,47.165806,99.411980,190.384323,130.093811,69.118431,130.879227,88.328720,109.583748,128.326477,202.455414,147.000000,47.278191,167.865021,42.944199,108.713509,126.972969
2019-10-04,108.086884,171.828156,55.124599,371.311005,109.337265,41.987080,94.155548,180.953934,205.690857,149.954391,110.939041,45.268536,119.206161,47.779037,101.565231,191.889069,130.588272,71.006355,132.646317,89.142853,111.618088,131.250992,206.629349,148.029999,47.991253,170.884964,43.246281,110.442688,129.073502
2019-10-07,107.368889,173.216248,55.136745,372.141205,108.623650,42.207966,93.667618,180.593475,204.617004,149.542007,109.612328,45.001827,118.760216,47.192085,101.343697,192.097580,128.660736,70.496796,131.685898,89.238617,110.573906,129.612152,207.983078,148.800003,48.271667,169.836243,43.074825,109.573425,129.697708
2019-10-08,106.320229,172.258667,54.490818,369.729706,106.564087,40.988644,92.385719,177.862930,204.553818,145.363098,107.362335,44.210609,117.582962,46.938038,99.084152,191.363373,126.330841,69.577888,130.293411,87.878555,108.854637,127.330521,206.920761,145.910004,47.847031,167.428055,42.527821,109.900551,127.290031
2019-10-09,107.623962,172.794540,55.129463,370.579651,107.891960,41.386253,93.568359,177.394302,206.602341,146.481155,108.363205,44.877369,115.246277,47.157043,99.801872,192.922455,126.540359,70.321365,132.761566,88.616035,109.799782,127.937141,208.772751,147.050003,47.940132,169.816803,42.519657,111.162392,128.142136
2019-10-10,108.663162,174.542786,55.872513,366.665924,110.827713,40.776588,94.767532,180.115799,209.011841,147.516693,109.495949,45.437443,115.103577,47.008121,101.201904,191.952499,127.646637,69.970505,133.587479,89.075790,109.763786,128.172546,210.323853,146.410004,48.433937,169.816803,43.213627,111.797966,128.152039
2019-10-11,109.966904,176.405228,57.358631,370.540161,115.985649,41.138855,96.057671,184.450439,211.764267,149.862747,110.760582,46.308670,117.128105,46.692745,102.912094,189.468826,132.499069,70.455032,134.144470,89.918663,108.998672,129.114182,208.763336,149.369995,48.514893,171.933701,44.079037,112.386810,128.825790
2019-10-14,109.957443,178.241318,57.276073,368.820435,115.967613,40.688229,96.082474,185.477768,211.331100,149.358734,110.201958,45.908619,116.584068,46.692745,103.186798,188.888657,134.518784,70.747398,134.019623,90.876472,108.062500,129.575958,207.371994,149.369995,48.247746,172.225037,43.817791,111.386711,128.508743
